DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Chile,2020,222956.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Chile,2021,266959.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Chile,2022,287537.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,China,2015,9878510.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,China,2016,10151996.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,China,2017,10906226.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,China,2018,11773428.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,China,2019,12753089.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,China,2020,12871182.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,China,2021,15065638.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,China,2022,17018760.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Colombia,2015,264203.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Colombia,2016,255765.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Colombia,2017,275857.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Colombia,2018,283365.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Colombia,2019,288517.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Colombia,2020,236796.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Colombia,2021,269354.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Colombia,2022,328741.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Costa Rica,2015,51073.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Costa Rica,2016,53251.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Costa Rica,2017,53192.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Costa Rica,2018,52838.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Costa Rica,2019,57733.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Costa Rica,2020,54069.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Costa Rica,2021,54846.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Costa Rica,2022,66002.1,e
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cuba,2015,78962.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cuba,2016,82924.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cuba,2017,85215.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cuba,2018,84877.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cuba,2019,92462.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cuba,2020,93739.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cabo Verde,2015,1577.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cabo Verde,2016,1672.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cabo Verde,2017,1771.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cabo Verde,2018,1868.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cabo Verde,2019,2011.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cabo Verde,2020,1599.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cabo Verde,2021,1734.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cabo Verde,2022,2136.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cyprus,2015,17944.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cyprus,2016,19013.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cyprus,2017,20312.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cyprus,2018,21807.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cyprus,2019,23400.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cyprus,2020,22373.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cyprus,2021,25680.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Cyprus,2022,29415.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Czechia,2015,170527.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Czechia,2016,179145.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Czechia,2017,196738.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Czechia,2018,213505.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Czechia,2019,229406.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Czechia,2020,220310.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Czechia,2021,246012.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Czechia,2022,286976.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Germany,2015,3085650.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Germany,2016,3196110.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Germany,2017,3331110.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Germany,2018,3431130.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Germany,2019,3534880.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Germany,2020,3449620.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Germany,2021,3676460.0,p
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Germany,2022,3953850.0,p
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Djibouti,2015,1465.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Djibouti,2016,1590.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Djibouti,2017,1611.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Denmark,2015,272193.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Denmark,2016,282265.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Denmark,2017,294355.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Denmark,2018,301017.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Denmark,2019,308546.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Denmark,2020,312118.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Denmark,2021,345236.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Denmark,2022,382309.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Dominican Republic,2015,64035.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Dominican Republic,2016,68033.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Dominican Republic,2017,70114.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Dominican Republic,2018,71602.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Dominican Republic,2019,78461.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Dominican Republic,2020,68025.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Dominican Republic,2021,79620.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Dominican Republic,2022,107785.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Algeria,2015,169426.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Algeria,2016,163280.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Algeria,2017,168120.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Algeria,2018,164804.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Algeria,2019,172749.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Algeria,2020,144326.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Algeria,2021,157478.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Algeria,2022,214166.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2015,21010.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2016,22189.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2017,24316.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2018,26438.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2019,28472.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2020,27859.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2021,31456.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2022,36442.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Egypt,2015,286106.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Egypt,2016,243583.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Egypt,2017,172702.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Egypt,2018,211534.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Egypt,2019,283115.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Egypt,2020,351319.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Egypt,2021,389772.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Egypt,2022,432723.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2015,175362.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2016,174448.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2017,177378.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2018,180615.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2019,185181.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2020,167539.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2021,184574.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2022,207854.2,p
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,2015,1087112.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,2016,1122967.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,2017,1170024.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,2018,1212276.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,2019,1253710.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,2020,1129214.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,2021,1235474.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,2022,1373629.0,p
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ethiopia,2015,56428.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ethiopia,2016,64621.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ethiopia,2017,66349.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ethiopia,2018,67177.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ethiopia,2019,81533.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ethiopia,2020,82684.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ethiopia,2021,82542.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ethiopia,2022,111853.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,European Union - 27 countries (from 2020),2015,12307167.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,European Union - 27 countries (from 2020),2016,12640498.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,European Union - 27 countries (from 2020),2017,13168340.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,European Union - 27 countries (from 2020),2018,13628365.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,European Union - 27 countries (from 2020),2019,14122990.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,European Union - 27 countries (from 2020),2020,13580296.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,European Union - 27 countries (from 2020),2021,14794354.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,European Union - 27 countries (from 2020),2022,16143751.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Finland,2015,210192.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Finland,2016,215717.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Finland,2017,224706.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Finland,2018,231905.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Finland,2019,238518.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Finland,2020,236387.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Finland,2021,248764.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Finland,2022,266135.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Fiji,2015,4223.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Fiji,2016,4464.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Fiji,2017,4725.7,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Fiji,2018,4721.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Fiji,2019,4861.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Fiji,2020,3877.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Fiji,2021,3633.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Fiji,2022,4726.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,France,2015,2201401.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,France,2016,2231819.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,France,2017,2291680.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,France,2018,2355362.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,France,2019,2432206.8,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,France,2020,2318276.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,France,2021,2508102.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,France,2022,2655435.0,p
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Georgia,2015,13715.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Georgia,2016,13964.4,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Georgia,2017,14602.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Georgia,2018,15166.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Georgia,2019,15770.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Georgia,2020,14012.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Georgia,2021,15922.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Georgia,2022,23662.0,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ghana,2015,44187.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ghana,2016,50664.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ghana,2017,52952.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ghana,2018,56966.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ghana,2019,60735.5,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ghana,2020,60835.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ghana,2021,67250.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ghana,2022,69173.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Gambia, The",2015,1248.3,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Gambia, The",2016,1324.9,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Gambia, The",2017,1318.1,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Gambia, The",2018,1405.6,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Gambia, The",2019,1607.2,
ESTAT:NAIDA_10_GDP(1.0),10/01/25 11:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Gambia, The",2020,1601.9,
