DATAFLOW,LAST UPDATE,freq,tax,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Lithuania,2015,691.52,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Lithuania,2016,747.92,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Lithuania,2017,807.39,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Lithuania,2018,899.71,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Lithuania,2019,921.34,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Lithuania,2020,968.58,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Lithuania,2021,1038.91,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Lithuania,2022,1024.04,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Luxembourg,2015,955.39,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Luxembourg,2016,934.14,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Luxembourg,2017,953.63,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Luxembourg,2018,1029.31,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Luxembourg,2019,1088.42,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Luxembourg,2020,891.33,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Luxembourg,2021,1058.1,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Luxembourg,2022,949.94,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Latvia,2015,864.21,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Latvia,2016,918.95,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Latvia,2017,947.69,b
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Latvia,2018,996.48,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Latvia,2019,940.03,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Latvia,2020,948.17,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Latvia,2021,958.48,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Latvia,2022,867.29,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",North Macedonia,2015,206.59,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",North Macedonia,2016,226.05,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",North Macedonia,2017,232.74,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",North Macedonia,2018,264.51,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",North Macedonia,2019,205.77,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",North Macedonia,2020,255.49,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",North Macedonia,2021,288.37,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",North Macedonia,2022,266.15,p
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Malta,2015,266.33,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Malta,2016,278.92,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Malta,2017,303.52,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Malta,2018,318.72,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Malta,2019,347.81,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Malta,2020,295,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Malta,2021,276.58,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Malta,2022,287.15,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Netherlands,2015,22925,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Netherlands,2016,23754,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Netherlands,2017,24635,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Netherlands,2018,25877,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Netherlands,2019,27570,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Netherlands,2020,25366,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Netherlands,2021,26526,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Netherlands,2022,22756,p
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Norway,2015,8186.4,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Norway,2016,8044.15,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Norway,2017,8123.51,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Norway,2018,8106.28,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Norway,2019,7632.95,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Norway,2020,6450.46,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Norway,2021,7336.3,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Norway,2022,7684.46,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Poland,2015,11401.73,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Poland,2016,11556.89,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Poland,2017,12512.09,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Poland,2018,13474.36,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Poland,2019,13545.46,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Poland,2020,13330.02,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Poland,2021,16589.85,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Poland,2022,18321.85,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Portugal,2015,4344.47,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Portugal,2016,4819.31,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Portugal,2017,5051.86,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Portugal,2018,5271.9,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Portugal,2019,5418.14,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Portugal,2020,4728.8,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Portugal,2021,5025.66,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Portugal,2022,4647.02,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Romania,2015,3951.96,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Romania,2016,4085.39,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Romania,2017,3640.25,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Romania,2018,4033.41,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Romania,2019,4731.71,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Romania,2020,4196.21,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Romania,2021,4729.78,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Romania,2022,4526.68,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Serbia,2015,1384.87,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Serbia,2016,1516.05,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Serbia,2017,1614.57,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Serbia,2018,1791.01,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Serbia,2019,1898.27,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Serbia,2020,1853.16,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Serbia,2021,2074.73,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Sweden,2015,9558.77,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Sweden,2016,9981.52,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Sweden,2017,9864.25,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Sweden,2018,9262.01,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Sweden,2019,9272.7,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Sweden,2020,9363.46,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Sweden,2021,7585.5,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Sweden,2022,6940.46,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovenia,2015,1509.4,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovenia,2016,1568.63,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovenia,2017,1578.31,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovenia,2018,1559.62,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovenia,2019,1795.74,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovenia,2020,1538.68,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovenia,2021,1632.65,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovenia,2022,1634.63,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovakia,2015,1997.55,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovakia,2016,2019.35,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovakia,2017,2149.02,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovakia,2018,2226.2,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovakia,2019,2361.53,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovakia,2020,2294.29,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovakia,2021,2382.69,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Slovakia,2022,2186.6,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Türkiye,2015,26459.69,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Türkiye,2016,26534.3,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Türkiye,2017,24392.9,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Türkiye,2018,15967.52,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Türkiye,2019,15205.07,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Türkiye,2020,17501.83,
ESTAT:ENV_AC_TAXIND2(1.0),15/07/24 23:00:00,Annual,Total environmental taxes,Million euro,"All NACE activities plus households, non-residents and not allocated",Türkiye,2021,12527.83,
